New map data
Chair,4,0,0.84069,0.814504,0.0358739,0.0355254
Table,5,0,0.916628,0.747993,0.0468021,0.179067
Shelf,1,0,0.735869,0.691517,0.0624594,0.0783121
Couch,2,0,0.949443,0.796818,0.0339883,0.111475
New map data
Chair,4,0,0.849702,0.862981,0.0247266,0.0262585
Table,5,1,0.948096,0.870444,0.0371632,0.096625
Shelf,1,0,0.775075,0.725277,0.0472721,0.072496
Couch,2,0,0.950427,0.780886,0.04188,0.114119
New map data
Chair,4,0,0.816848,0.773554,0.0687733,0.0438894
Table,5,0,0.959105,0.70746,0.0279485,0.221661
Shelf,1,0,0.754629,0.876016,0.0722167,0.0393124
Couch,2,0,0.914619,0.628494,0.0428992,0.215012
New map data
Chair,4,0,0.863369,0.762838,0.0176763,0.050973
Table,5,0,0.953544,0.781405,0.0288151,0.151694
Shelf,1,0,0.922637,0.913096,0.025837,0.0225531
Couch,2,0,0.872498,0.800137,0.0571362,0.0956138
New map data
Chair,4,0,0.802584,0.776059,0.0311519,0.0386261
Table,5,0,0.948317,0.776502,0.0358555,0.174232
Shelf,1,0,0.960116,0.914015,0.0103956,0.00967132
Couch,2,0,0.959948,0.81807,0.0250793,0.105854
New map data
Chair,4,0,0.853817,0.875751,0.0207266,0.0199733
Table,5,0,0.953571,0.734405,0.030301,0.19819
Shelf,1,0,0.819268,0.807234,0.0499233,0.0684513
Couch,2,0,0.957591,0.79306,0.0214033,0.107969
New map data
Chair,4,0,0.780615,0.777345,0.0427974,0.0395942
Table,5,0,0.92572,0.660447,0.0330071,0.258956
Shelf,1,0,0.920366,0.859443,0.0236267,0.0410624
Couch,2,0,0.934543,0.805536,0.0269116,0.102069
New map data
Chair,4,0,0.848106,0.729023,0.0270982,0.057997
Table,5,0,0.924389,0.597398,0.0352448,0.323008
Shelf,1,0,0.95562,0.918409,0.0139404,0.0210123
Couch,2,0,0.922784,0.70815,0.05795,0.123374
New map data
Chair,4,0,0.841379,0.754052,0.0558733,0.0531822
Table,5,0,0.924779,0.585612,0.0370276,0.341804
Shelf,1,0,0.926226,0.768958,0.022419,0.082743
Couch,2,0,0.95541,0.765165,0.0155926,0.100956
New map data
Chair,4,0,0.824686,0.723806,0.0291638,0.0497554
Table,5,0,0.943863,0.545682,0.0313503,0.375604
Shelf,1,0,0.922669,0.845396,0.0248689,0.0475518
Couch,2,0,0.940803,0.616568,0.0331223,0.17697
New map data
Chair,4,0,0.877502,0.689743,0.031598,0.0735259
Table,5,0,0.958241,0.59099,0.0231547,0.330706
Shelf,1,0,0.919045,0.915091,0.0191766,0.0150305
Couch,2,0,0.942248,0.763969,0.0212099,0.11388
New map data
Chair,3,0,0.774335,0.72457,0.0239265,0.0524449
Table,5,0,0.952935,0.579166,0.0268022,0.25904
Shelf,1,0,0.922967,0.733524,0.0208916,0.102437
Couch,2,0,0.891513,0.704148,0.0608454,0.114335
New map data
Chair,4,1,0.833217,0.769509,0.043587,0.0504209
Table,5,0,0.966146,0.60587,0.0249798,0.3081
Shelf,1,0,0.897697,0.638258,0.0333373,0.14831
Couch,2,0,0.938668,0.734563,0.0284982,0.113068
New map data
Chair,4,0,0.863515,0.744291,0.0408431,0.054996
Table,5,0,0.951704,0.65973,0.029391,0.264353
Shelf,1,0,0.934087,0.905376,0.0207127,0.00937695
Couch,2,0,0.94495,0.802073,0.0277325,0.0920735
New map data
Chair,4,0,0.809905,0.748475,0.0284923,0.0459285
Table,5,0,0.924453,0.528691,0.038649,0.390617
Shelf,1,0,0.887196,0.81984,0.0304691,0.0586501
Couch,2,0,0.939045,0.613595,0.0302992,0.191262
New map data
Chair,4,0,0.901147,0.737059,0.0261651,0.0506407
Table,5,0,0.898087,0.57068,0.0570066,0.321066
Shelf,1,0,0.741953,0.722698,0.0597558,0.0708545
Couch,2,0,0.87628,0.68422,0.060982,0.130167
New map data
Chair,4,0,0.874761,0.768992,0.0384008,0.0480439
Table,5,0,0.933096,0.637669,0.03827,0.290951
Shelf,1,0,0.782679,0.659001,0.0513321,0.140886
Couch,2,0,0.951208,0.825791,0.0198073,0.0826287
New map data
Chair,4,0,0.837883,0.715969,0.0348836,0.0582981
Table,5,0,0.965724,0.722751,0.0319229,0.229032
Shelf,1,0,0.804578,0.681317,0.042533,0.107764
Couch,2,0,0.91503,0.795052,0.0398605,0.113119
New map data
Chair,4,0,0.843462,0.752272,0.0268503,0.0500633
Table,5,0,0.959333,0.679155,0.0312384,0.241303
Shelf,1,0,0.795138,0.667481,0.042372,0.0944514
Couch,2,0,0.961298,0.775878,0.0259159,0.105313
New map data
Chair,4,0,0.825099,0.773987,0.0441618,0.0475272
Table,5,0,0.942512,0.66161,0.032213,0.252982
Shelf,1,0,0.573001,0.654215,0.168599,0.131552
Couch,2,0,0.918963,0.840205,0.0395852,0.0832112
