Fused map data
Chair,4,1,0.777908,0.0615273
Table,5,0,0.859971,0.0912987
Shelf,1,0,0.57339,0.116357
Sofa bed,2,0,0.781341,0.113038
Fused map data
Chair,4,1,0.833334,0.0446369
Table,5,0,0.908033,0.0528687
Shelf,1,0,0.576223,0.116127
Sofa bed,2,0,0.780003,0.113298
Fused map data
Chair,4,2,0.773784,0.0635624
Table,5,0,0.857709,0.113693
Shelf,1,0,0.569934,0.117311
Sofa bed,2,0,0.781341,0.113038
Fused map data
Chair,4,2,0.801085,0.0548688
Table,5,0,0.79232,0.192199
Shelf,1,0,0.560313,0.120924
Sofa bed,2,0,0.788738,0.108521
Fused map data
Chair,4,1,0.795695,0.0563212
Table,5,0,0.884656,0.0614321
Shelf,1,0,0.893269,0.0214918
Sofa bed,2,0,0.781341,0.113038
Fused map data
Chair,4,1,0.77458,0.0626751
Table,5,0,0.9033,0.0626175
Shelf,1,0,0.590691,0.111751
Sofa bed,2,0,0.781341,0.113038
Fused map data
Chair,4,2,0.774153,0.0623202
Table,5,0,0.851658,0.0887116
Shelf,1,0,0.578356,0.115627
Sofa bed,2,0,0.778559,0.113779
Fused map data
Chair,4,1,0.777948,0.0622594
Table,6,0,0.806706,0.158119
Shelf,1,0,0.578356,0.115627
Sofa bed,2,0,0.760273,0.126221
Fused map data
Chair,4,0,0.846975,0.0412305
Table,6,0,0.879158,0.0676058
Shelf,1,0,0.564761,0.118278
Sofa bed,2,0,0.781341,0.113038
Fused map data
Chair,4,2,0.776369,0.0631797
Table,5,0,0.9066,0.0559547
Shelf,1,0,0.580528,0.112281
Sofa bed,2,0,0.778158,0.114413
