Object244,Chair,0.537716,0.1332,4.58463
Object245,Table,0.921107,0.0326306,0.390013
Object246,Shelf,0.732423,0.124516,1.41068
Object247,Chair,0.622746,0.118933,3.70376
Object248,Table,0.887254,0.0446253,0.129253
Object249,Table,0.950831,0.0222481,0.122501
Object250,Table,0.971872,0.0168986,0.351752
Object251,Chair,0.691637,0.0461351,20.5619
Object252,Shelf,0.706449,0.069315,0.683859
Object253,Couch,0.946009,0.0205621,1.85667
Object254,Couch,0.817029,0.0852957,6.36524
Object255,Shelf,0.873278,0.0230702,4.41988
Object256,Chair,0.725808,0.0924623,7.25486
Object257,Chair,0.597939,0.117509,4.03497
Object258,Table,0.913189,0.0339858,1.19301
Object259,Couch,0.443319,0.702248,4.60533
Object260,Chair,0.385964,0.204698,4.06881
Object261,Table,0.783544,0.0932418,0.482936
Object262,Shelf,0.795012,0.054312,1.0101
Object263,Chair,0.742123,0.0726357,3.19989
Object264,Table,0.90271,0.0807547,0.14758
Object265,Table,0.925313,0.0544363,0.127968
Object266,Shelf,0.75725,0.0612069,0.00407878
Object267,Couch,0.93715,0.032875,0.504667
Object268,Couch,0.92186,0.0536064,0.755788
Object269,Chair,0.804251,0.0565933,2.53605
Object270,Table,0.977587,0.0105166,0.131488
Object271,Chair,0.675087,0.0642188,54.0957
Object272,Shelf,0.576978,0.103185,3.06863
Object273,Couch,0.872552,0.128348,0.128808
Object274,Table,0.985861,0.0115787,0.0524086
Object275,Chair,0.594896,0.126968,0.896714
Object276,Table,0.836151,0.0681377,0.712836
Object277,Shelf,0.790813,0.0952463,1.00056
Object278,Chair,0.643759,0.0958511,4.26158
Object279,Table,0.954771,0.017795,0.150473
Object280,Table,0.757196,0.103873,0.104882
Object281,Table,0.854796,0.105659,1.37916
Object282,Table,0.938094,0.0533929,0.0366539
Object283,Chair,0.636838,0.108592,0.840121
Object284,Shelf,0.930034,0.0310457,0.181837
Object285,Couch,0.810675,0.09185,5.87591
Object286,Couch,0.69536,0.204187,0.823959
Object287,Chair,0.531419,0.0919297,21.5823
Object288,Table,0.788519,0.158682,0.786154
Object289,Couch,0.82196,0.0996763,0.336074
Object290,Shelf,0.801734,0.0409352,4.35691
Object291,Table,0.967319,0.0136866,0.795478
Object292,Chair,0.80872,0.0433084,0.0957177
Object293,Chair,0.768587,0.0564347,1.01631
Object294,Table,0.755966,0.157959,1.05498
Object295,Table,0.853311,0.0579307,4.09909
Object296,Shelf,0.871649,0.0462527,2.06692
Object297,Chair,0.632778,0.0965408,3.91041
Object298,Table,0.936506,0.0386621,0.476827
Object299,Shelf,0.865737,0.0556355,0.870809
Object300,Couch,0.721088,0.147051,9.4568
Object301,Couch,0.873061,0.0600503,0.100389
Object302,Table,0.937943,0.023976,0.156566
Object303,Chair,0.65051,0.0195173,1.56049
Object304,Chair,0.752525,0.0608572,1.31415
Object305,Shelf,0.795797,0.0430528,1.06491
Object306,Couch,0.828313,0.13455,3.05172
Object307,Table,0.842123,0.0642945,2.3597
Object308,Chair,0.812739,0.0447907,3.33383
Object309,Table,0.942161,0.0179322,0.291303
Object310,Shelf,0.89284,0.022896,0.833756
Object311,Table,0.948707,0.0244352,0.234713
Object312,Chair,0.482211,0.0834315,7.61837
Object313,Table,0.971955,0.0172483,0.662128
Object314,Table,0.940385,0.033476,0.164621
Object315,Chair,0.901995,0.0182887,0.443175
Map average metrics
Chair,96,3,4,0.711979,0.0761983,7.49845,0.964824
Couch,60,0,0,0.849358,0.0983889,2.30892,1
Shelf,60,0,0,0.764291,0.0637184,1.66654,1
Table,116,0,4,0.899067,0.0519541,0.734247,0.983051
